No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,AES Encryption,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,DMR MODE,Exclude channel from roaming
,WA6EUZ (70cm),444.550,449.550,A-Analog,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6DNA (70cm),441.250,446.250,A-Analog,High,12.5K,141.3,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,N6MNV (70cm),442.700,447.700,A-Analog,High,12.5K,173.8,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KG6TN (70cm),443.925,448.925,A-Analog,High,12.5K,136.5,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6UUU (2m),144.950,147.450,D-Digital,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KB6FEC (70cm),443.825,448.825,D-Digital,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6RCA (70cm),441.225,446.225,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,AC6OT (70cm),443.350,448.350,A-Analog,High,12.5K,186.2,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6MTF (70cm),441.425,446.425,A-Analog,High,12.5K,156.7,156.7,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,156.7,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KD6QDW (70cm),442.250,447.250,A-Analog,High,12.5K,103.5,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6YOP (70cm),441.475,446.475,A-Analog,High,12.5K,127.3,127.3,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,127.3,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WB6NDJ (70cm),442.400,447.400,A-Analog,High,12.5K,77.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WB6SHU (70cm),443.375,448.375,A-Analog,High,12.5K,114.8,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,N6QOP (70cm),443.475,448.475,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6MTF (70cm),443.875,448.875,A-Analog,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WW6BAY (70cm),443.975,448.975,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WB6TCS (70cm),444.250,449.250,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6PUE (70cm),444.650,449.650,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6YOP (70cm),444.775,449.775,A-Analog,High,12.5K,127.3,127.3,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,127.3,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6BUR (2m),146.670,146.070,A-Analog,High,12.5K,85.4,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WB6NDJ (2m),146.880,146.280,A-Analog,High,12.5K,77.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WB6TCS (2m),147.210,147.810,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6QLF (70cm),444.575,449.575,A-Analog,High,12.5K,88.5,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KF6ALA (2m),147.825,147.225,A-Analog,High,12.5K,88.5,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6PVJ (70cm),440.550,445.550,A-Analog,High,12.5K,114.8,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6GOD (70cm),440.175,445.175,A-Analog,High,12.5K,131.8,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WB6WTM (70cm),440.400,445.400,A-Analog,High,12.5K,127.3,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WB6IXH (70cm),440.825,445.825,A-Analog,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA6ZTY (70cm),442.275,447.275,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,N6BRK (70cm),440.900,445.900,A-Analog,High,12.5K,131.8,131.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,N6GVI (70cm),444.700,449.700,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,AH6KD (70cm),441.887,446.887,D-Digital,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA6DUR (70cm),442.150,447.150,A-Analog,High,12.5K,107.2,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6DJR (70cm),442.725,447.725,A-Analog,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KB6LED (2m),145.290,144.690,A-Analog,High,12.5K,131.8,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6LNK (2m),146.850,146.250,A-Analog,High,12.5K,162.2,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,N6QOP (70cm),443.050,448.050,A-Analog,High,12.5K,114.8,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA6HAM (2m),145.490,144.890,A-Analog,High,12.5K,107.2,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KC6ULT (2m),146.805,146.205,A-Analog,High,12.5K,192.8,192.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,192.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA6KQB (70cm),444.275,449.275,A-Analog,High,12.5K,82.5,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA6KQB (2m),145.110,144.510,A-Analog,High,12.5K,82.5,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6GWE (2m),146.700,146.100,A-Analog,High,12.5K,179.9,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6GWE (70cm),443.250,448.250,A-Analog,High,12.5K,179.9,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,AC6SO (70cm),440.025,445.025,A-Analog,High,12.5K,107.2,107.2,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,107.2,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6KBL (70cm),443.375,448.375,A-Analog,High,12.5K,156.7,156.7,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,156.7,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6RGG (70cm),444.200,449.200,A-Analog,High,12.5K,107.2,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W6RGG (2m),147.240,147.840,A-Analog,High,12.5K,107.2,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K6LNK (70cm),443.500,448.500,D-Digital,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA6HAM (70cm),440.625,445.625,A-Analog,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KE6PTT (70cm),444.000,449.000,A-Analog,High,12.5K,100.0,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,AA9VI (70cm),441.219,446.219,D-Digital,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA9VGI (70cm),442.975,447.975,D-Digital,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KC9DTO (70cm),444.125,449.125,A-Analog,High,12.5K,156.7,156.7,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,156.7,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,N9OZG (70cm),442.575,447.575,A-Analog,High,12.5K,131.8,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,N9SHB (70cm),444.625,449.625,A-Analog,High,12.5K,110.9,110.9,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,110.9,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K9NBC (70cm),442.400,447.400,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K9VO (70cm),443.925,448.925,D-Digital,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA9DZO (2m),146.850,146.250,A-Analog,High,12.5K,100.0,100.0,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,100.0,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W9SRO (2m),147.150,147.750,A-Analog,High,12.5K,107.2,107.2,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,107.2,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA9ORC (2m),145.350,144.750,A-Analog,High,12.5K,88.5,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K9GFY (2m),146.880,146.280,A-Analog,High,12.5K,107.2,107.2,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,107.2,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA9ORC (2m),146.760,146.160,A-Analog,High,12.5K,107.2,107.2,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,107.2,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA9ORC (70cm),443.750,448.750,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KD9PIN (70cm),444.375,449.375,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W9BMK (70cm),443.825,448.825,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,NS9RC (70cm),442.725,447.725,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KB9PTI (70cm),443.975,448.975,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WA9HIR (70cm),444.150,449.150,A-Analog,High,12.5K,146.2,146.2,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,146.2,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K9QKW (2m),146.730,146.130,A-Analog,High,12.5K,107.2,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,AC9CO (70cm),441.500,446.500,D-Digital,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,K9ONA (70cm),443.300,448.300,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,WB9AET (2m),146.670,146.070,A-Analog,High,12.5K,107.2,107.2,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,107.2,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W9FT (70cm),442.625,447.625,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,N9CWM (70cm),442.125,447.125,D-Digital,High,12.5K,Off,Off,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,131.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W9FO (2m),147.315,147.915,A-Analog,High,12.5K,107.2,107.2,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,107.2,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KB9NTX (70cm),442.450,447.450,D-Digital,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KC9ZI (70cm),444.575,449.575,A-Analog,High,12.5K,114.8,114.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,114.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,W9OAR (70cm),444.900,449.900,A-Analog,High,12.5K,114.8,88.5,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,88.5,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
,KD9EJE (70cm),440.500,445.500,A-Analog,High,12.5K,173.8,173.8,Contact1,Group Call,My Radio,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,173.8,1,Off,Off,Off,Off,Off,Off,1,0,Off,0,0
